Country,Place of birth,Gender,Rate,Year,Unit,Value
Iceland,Foreign-born,Women,Unemployment rate,2007,Percentage,3.9
Iceland,Foreign-born,Women,Unemployment rate,2008,Percentage,3.5
Iceland,Foreign-born,Women,Unemployment rate,2009,Percentage,8.5
Iceland,Foreign-born,Women,Unemployment rate,2010,Percentage,10.9
Iceland,Foreign-born,Women,Unemployment rate,2011,Percentage,10.5
Iceland,Foreign-born,Women,Unemployment rate,2012,Percentage,9.9
Iceland,Foreign-born,Women,Unemployment rate,2013,Percentage,8.1
Iceland,Foreign-born,Women,Unemployment rate,2014,Percentage,7.9
Iceland,Foreign-born,Women,Unemployment rate,2015,Percentage,6.1
Iceland,Foreign-born,Women,Unemployment rate,2018,Percentage,5.1
Iceland,Foreign-born,Women,Unemployment rate,2019,Percentage,4.0
Iceland,Foreign-born,Women,Unemployment rate,2020,Percentage,9.5
Iceland,Foreign-born,Women,Unemployment rate,2021,Percentage,12.5
Iceland,Foreign-born,Women,Participation rate,2000,Percentage,84.4
Iceland,Foreign-born,Women,Participation rate,2001,Percentage,85.8
Iceland,Foreign-born,Women,Participation rate,2002,Percentage,87.4
Iceland,Foreign-born,Women,Participation rate,2003,Percentage,87.3
Iceland,Foreign-born,Women,Participation rate,2004,Percentage,85.1
Iceland,Foreign-born,Women,Participation rate,2005,Percentage,81.6
Iceland,Foreign-born,Women,Participation rate,2006,Percentage,80.4
Iceland,Foreign-born,Women,Participation rate,2007,Percentage,83.8
Iceland,Foreign-born,Women,Participation rate,2008,Percentage,79.8
Iceland,Foreign-born,Women,Participation rate,2009,Percentage,84.8
Iceland,Foreign-born,Women,Participation rate,2010,Percentage,83.7
Iceland,Foreign-born,Women,Participation rate,2011,Percentage,83.2
Iceland,Foreign-born,Women,Participation rate,2012,Percentage,84.1
Iceland,Foreign-born,Women,Participation rate,2013,Percentage,84.3
Iceland,Foreign-born,Women,Participation rate,2014,Percentage,86.8
Iceland,Foreign-born,Women,Participation rate,2015,Percentage,81.8
Iceland,Foreign-born,Women,Participation rate,2016,Percentage,87.5
Iceland,Foreign-born,Women,Participation rate,2017,Percentage,89.3
Iceland,Foreign-born,Women,Participation rate,2018,Percentage,82.2
Iceland,Foreign-born,Women,Participation rate,2019,Percentage,82.6
Iceland,Foreign-born,Women,Participation rate,2020,Percentage,84.4
Iceland,Foreign-born,Women,Participation rate,2021,Percentage,82.5
Iceland,Foreign-born,Total,Employment rate,2000,Percentage,86.6
Iceland,Foreign-born,Total,Employment rate,2001,Percentage,87.9
Iceland,Foreign-born,Total,Employment rate,2002,Percentage,86.1
Iceland,Foreign-born,Total,Employment rate,2003,Percentage,87.2
Iceland,Foreign-born,Total,Employment rate,2004,Percentage,80.1
Iceland,Foreign-born,Total,Employment rate,2005,Percentage,81.8
Iceland,Foreign-born,Total,Employment rate,2006,Percentage,84.0
Iceland,Foreign-born,Total,Employment rate,2007,Percentage,85.5
Iceland,Foreign-born,Total,Employment rate,2008,Percentage,81.2
Iceland,Foreign-born,Total,Employment rate,2009,Percentage,77.0
Iceland,Foreign-born,Total,Employment rate,2010,Percentage,74.7
Iceland,Foreign-born,Total,Employment rate,2011,Percentage,75.8
Iceland,Foreign-born,Total,Employment rate,2012,Percentage,79.0
Iceland,Foreign-born,Total,Employment rate,2013,Percentage,79.9
Iceland,Foreign-born,Total,Employment rate,2014,Percentage,81.9
Iceland,Foreign-born,Total,Employment rate,2015,Percentage,80.7
Iceland,Foreign-born,Total,Employment rate,2016,Percentage,86.6
Iceland,Foreign-born,Total,Employment rate,2017,Percentage,88.1
Iceland,Foreign-born,Total,Employment rate,2018,Percentage,82.5
Iceland,Foreign-born,Total,Employment rate,2019,Percentage,82.4
Iceland,Foreign-born,Total,Employment rate,2020,Percentage,75.3
Iceland,Foreign-born,Total,Employment rate,2021,Percentage,77.0
Iceland,Foreign-born,Total,Unemployment rate,2000,Percentage,0.8
Iceland,Foreign-born,Total,Unemployment rate,2001,Percentage,1.2
Iceland,Foreign-born,Total,Unemployment rate,2002,Percentage,3.7
Iceland,Foreign-born,Total,Unemployment rate,2003,Percentage,4.0
Iceland,Foreign-born,Total,Unemployment rate,2004,Percentage,8.1
Iceland,Foreign-born,Total,Unemployment rate,2005,Percentage,2.5
Iceland,Foreign-born,Total,Unemployment rate,2006,Percentage,2.2
Iceland,Foreign-born,Total,Unemployment rate,2007,Percentage,3.0
Iceland,Foreign-born,Total,Unemployment rate,2008,Percentage,4.9
Iceland,Foreign-born,Total,Unemployment rate,2009,Percentage,11.8
Iceland,Foreign-born,Total,Unemployment rate,2010,Percentage,13.5
Iceland,Foreign-born,Total,Unemployment rate,2011,Percentage,11.2
Iceland,Foreign-born,Total,Unemployment rate,2012,Percentage,9.5
Iceland,Foreign-born,Total,Unemployment rate,2013,Percentage,8.6
Iceland,Foreign-born,Total,Unemployment rate,2014,Percentage,7.6
Iceland,Foreign-born,Total,Unemployment rate,2015,Percentage,7.0
Iceland,Foreign-born,Total,Unemployment rate,2016,Percentage,4.1
Iceland,Foreign-born,Total,Unemployment rate,2017,Percentage,2.8
Iceland,Foreign-born,Total,Unemployment rate,2018,Percentage,5.1
Iceland,Foreign-born,Total,Unemployment rate,2019,Percentage,4.7
Iceland,Foreign-born,Total,Unemployment rate,2020,Percentage,11.6
Iceland,Foreign-born,Total,Unemployment rate,2021,Percentage,10.8
Iceland,Foreign-born,Total,Participation rate,2000,Percentage,87.3
Iceland,Foreign-born,Total,Participation rate,2001,Percentage,88.9
Iceland,Foreign-born,Total,Participation rate,2002,Percentage,89.4
Iceland,Foreign-born,Total,Participation rate,2003,Percentage,90.8
Iceland,Foreign-born,Total,Participation rate,2004,Percentage,87.1
Iceland,Foreign-born,Total,Participation rate,2005,Percentage,83.9
Iceland,Foreign-born,Total,Participation rate,2006,Percentage,85.9
Iceland,Foreign-born,Total,Participation rate,2007,Percentage,88.1
Iceland,Foreign-born,Total,Participation rate,2008,Percentage,85.4
Iceland,Foreign-born,Total,Participation rate,2009,Percentage,87.3
Iceland,Foreign-born,Total,Participation rate,2010,Percentage,86.4
Iceland,Foreign-born,Total,Participation rate,2011,Percentage,85.4
Iceland,Foreign-born,Total,Participation rate,2012,Percentage,87.3
Iceland,Foreign-born,Total,Participation rate,2013,Percentage,87.4
Iceland,Foreign-born,Total,Participation rate,2014,Percentage,88.7
Iceland,Foreign-born,Total,Participation rate,2015,Percentage,86.8
Iceland,Foreign-born,Total,Participation rate,2016,Percentage,90.3
Iceland,Foreign-born,Total,Participation rate,2017,Percentage,90.6
Iceland,Foreign-born,Total,Participation rate,2018,Percentage,87.0
Iceland,Foreign-born,Total,Participation rate,2019,Percentage,86.5
Iceland,Foreign-born,Total,Participation rate,2020,Percentage,85.2
Iceland,Foreign-born,Total,Participation rate,2021,Percentage,86.3
Ireland,Foreign-born,Men,Employment rate,2000,Percentage,75.1
Ireland,Foreign-born,Men,Employment rate,2001,Percentage,77.1
Ireland,Foreign-born,Men,Employment rate,2002,Percentage,75.2
Ireland,Foreign-born,Men,Employment rate,2003,Percentage,72.7
Ireland,Foreign-born,Men,Employment rate,2004,Percentage,74.3
Ireland,Foreign-born,Men,Employment rate,2005,Percentage,78.8
Ireland,Foreign-born,Men,Employment rate,2006,Percentage,81.1
Ireland,Foreign-born,Men,Employment rate,2007,Percentage,82.3
Ireland,Foreign-born,Men,Employment rate,2008,Percentage,79.5
Ireland,Foreign-born,Men,Employment rate,2009,Percentage,68.0
Ireland,Foreign-born,Men,Employment rate,2010,Percentage,64.6
Ireland,Foreign-born,Men,Employment rate,2011,Percentage,63.9
Ireland,Foreign-born,Men,Employment rate,2012,Percentage,64.2
Ireland,Foreign-born,Men,Employment rate,2013,Percentage,67.4
Ireland,Foreign-born,Men,Employment rate,2014,Percentage,68.5
Ireland,Foreign-born,Men,Employment rate,2015,Percentage,69.9
Ireland,Foreign-born,Men,Employment rate,2016,Percentage,73.4
Ireland,Foreign-born,Men,Employment rate,2017,Percentage,76.4
Ireland,Foreign-born,Men,Employment rate,2018,Percentage,78.4
Ireland,Foreign-born,Men,Employment rate,2019,Percentage,78.8
Ireland,Foreign-born,Men,Employment rate,2020,Percentage,75.3
Ireland,Foreign-born,Men,Employment rate,2021,Percentage,77.8
Ireland,Foreign-born,Men,Unemployment rate,2000,Percentage,5.4
Ireland,Foreign-born,Men,Unemployment rate,2001,Percentage,5.1
Ireland,Foreign-born,Men,Unemployment rate,2002,Percentage,5.1
Ireland,Foreign-born,Men,Unemployment rate,2003,Percentage,6.6
Ireland,Foreign-born,Men,Unemployment rate,2004,Percentage,6.7
Ireland,Foreign-born,Men,Unemployment rate,2005,Percentage,6.0
Ireland,Foreign-born,Men,Unemployment rate,2006,Percentage,6.1
Ireland,Foreign-born,Men,Unemployment rate,2007,Percentage,6.0
Ireland,Foreign-born,Men,Unemployment rate,2008,Percentage,7.1
Ireland,Foreign-born,Men,Unemployment rate,2009,Percentage,18.5
Ireland,Foreign-born,Men,Unemployment rate,2010,Percentage,19.9
Ireland,Foreign-born,Men,Unemployment rate,2011,Percentage,19.8
Ireland,Foreign-born,Men,Unemployment rate,2012,Percentage,19.4
Ireland,Foreign-born,Men,Unemployment rate,2013,Percentage,16.7
Ireland,Foreign-born,Men,Unemployment rate,2014,Percentage,14.2
Ireland,Foreign-born,Men,Unemployment rate,2015,Percentage,12.9
Ireland,Foreign-born,Men,Unemployment rate,2016,Percentage,9.8
Ireland,Foreign-born,Men,Unemployment rate,2017,Percentage,7.9
Ireland,Foreign-born,Men,Unemployment rate,2018,Percentage,6.4
Ireland,Foreign-born,Men,Unemployment rate,2019,Percentage,5.6
Ireland,Foreign-born,Men,Unemployment rate,2020,Percentage,6.9
Ireland,Foreign-born,Men,Unemployment rate,2021,Percentage,7.3
Ireland,Foreign-born,Men,Participation rate,2000,Percentage,79.4
Ireland,Foreign-born,Men,Participation rate,2001,Percentage,81.2
Ireland,Foreign-born,Men,Participation rate,2002,Percentage,79.2
Ireland,Foreign-born,Men,Participation rate,2003,Percentage,77.9
Ireland,Foreign-born,Men,Participation rate,2004,Percentage,79.6
Ireland,Foreign-born,Men,Participation rate,2005,Percentage,83.8
Ireland,Foreign-born,Men,Participation rate,2006,Percentage,86.4
Ireland,Foreign-born,Men,Participation rate,2007,Percentage,87.6
Ireland,Foreign-born,Men,Participation rate,2008,Percentage,85.6
Ireland,Foreign-born,Men,Participation rate,2009,Percentage,83.4
Ireland,Foreign-born,Men,Participation rate,2010,Percentage,80.7
Ireland,Foreign-born,Men,Participation rate,2011,Percentage,79.7
Ireland,Foreign-born,Men,Participation rate,2012,Percentage,79.6
Ireland,Foreign-born,Men,Participation rate,2013,Percentage,80.9
Ireland,Foreign-born,Men,Participation rate,2014,Percentage,79.8
Ireland,Foreign-born,Men,Participation rate,2015,Percentage,80.3
Ireland,Foreign-born,Men,Participation rate,2016,Percentage,81.4
Ireland,Foreign-born,Men,Participation rate,2017,Percentage,83.0
Ireland,Foreign-born,Men,Participation rate,2018,Percentage,83.7
Ireland,Foreign-born,Men,Participation rate,2019,Percentage,83.5
Ireland,Foreign-born,Men,Participation rate,2020,Percentage,80.9
Ireland,Foreign-born,Men,Participation rate,2021,Percentage,84.0
Ireland,Foreign-born,Women,Employment rate,2000,Percentage,54.9
Ireland,Foreign-born,Women,Employment rate,2001,Percentage,56.9
Ireland,Foreign-born,Women,Employment rate,2002,Percentage,55.7
Ireland,Foreign-born,Women,Employment rate,2003,Percentage,53.7
Ireland,Foreign-born,Women,Employment rate,2004,Percentage,54.1
Ireland,Foreign-born,Women,Employment rate,2005,Percentage,57.7
Ireland,Foreign-born,Women,Employment rate,2006,Percentage,59.9
Ireland,Foreign-born,Women,Employment rate,2007,Percentage,63.1
Ireland,Foreign-born,Women,Employment rate,2008,Percentage,62.6
Ireland,Foreign-born,Women,Employment rate,2009,Percentage,56.4
Ireland,Foreign-born,Women,Employment rate,2010,Percentage,54.0
Ireland,Foreign-born,Women,Employment rate,2011,Percentage,54.1
Ireland,Foreign-born,Women,Employment rate,2012,Percentage,53.9
Ireland,Foreign-born,Women,Employment rate,2013,Percentage,54.1
Ireland,Foreign-born,Women,Employment rate,2014,Percentage,54.3
Ireland,Foreign-born,Women,Employment rate,2015,Percentage,55.8
Ireland,Foreign-born,Women,Employment rate,2016,Percentage,57.4
Ireland,Foreign-born,Women,Employment rate,2017,Percentage,61.9
Ireland,Foreign-born,Women,Employment rate,2018,Percentage,63.3
Ireland,Foreign-born,Women,Employment rate,2019,Percentage,64.4
Ireland,Foreign-born,Women,Employment rate,2020,Percentage,59.7
Ireland,Foreign-born,Women,Employment rate,2021,Percentage,66.0
Ireland,Foreign-born,Women,Unemployment rate,2000,Percentage,6.1
Ireland,Foreign-born,Women,Unemployment rate,2001,Percentage,4.5
Ireland,Foreign-born,Women,Unemployment rate,2002,Percentage,5.0
Ireland,Foreign-born,Women,Unemployment rate,2003,Percentage,6.1
Ireland,Foreign-born,Women,Unemployment rate,2004,Percentage,5.2
Ireland,Foreign-born,Women,Unemployment rate,2005,Percentage,6.0
Ireland,Foreign-born,Women,Unemployment rate,2006,Percentage,6.2
Ireland,Foreign-born,Women,Unemployment rate,2007,Percentage,5.8
Ireland,Foreign-born,Women,Unemployment rate,2008,Percentage,6.5
Ireland,Foreign-born,Women,Unemployment rate,2009,Percentage,12.1
Ireland,Foreign-born,Women,Unemployment rate,2010,Percentage,13.2
Ireland,Foreign-born,Women,Unemployment rate,2011,Percentage,14.3
Ireland,Foreign-born,Women,Unemployment rate,2012,Percentage,14.8
Ireland,Foreign-born,Women,Unemployment rate,2013,Percentage,14.5
Ireland,Foreign-born,Women,Unemployment rate,2014,Percentage,12.7
Ireland,Foreign-born,Women,Unemployment rate,2015,Percentage,9.7
Ireland,Foreign-born,Women,Unemployment rate,2016,Percentage,8.8
Ireland,Foreign-born,Women,Unemployment rate,2017,Percentage,8.5
Ireland,Foreign-born,Women,Unemployment rate,2018,Percentage,8.2
Ireland,Foreign-born,Women,Unemployment rate,2019,Percentage,6.2
Ireland,Foreign-born,Women,Unemployment rate,2020,Percentage,8.0
Ireland,Foreign-born,Women,Unemployment rate,2021,Percentage,7.6
Ireland,Foreign-born,Women,Participation rate,2000,Percentage,58.5
Ireland,Foreign-born,Women,Participation rate,2001,Percentage,59.6
Ireland,Foreign-born,Women,Participation rate,2002,Percentage,58.6
Ireland,Foreign-born,Women,Participation rate,2003,Percentage,57.1
Ireland,Foreign-born,Women,Participation rate,2004,Percentage,57.1
Ireland,Foreign-born,Women,Participation rate,2005,Percentage,61.4
Ireland,Foreign-born,Women,Participation rate,2006,Percentage,63.9
Ireland,Foreign-born,Women,Participation rate,2007,Percentage,67.0
Ireland,Foreign-born,Women,Participation rate,2008,Percentage,66.9
Ireland,Foreign-born,Women,Participation rate,2009,Percentage,64.2
Ireland,Foreign-born,Women,Participation rate,2010,Percentage,62.2
Ireland,Foreign-born,Women,Participation rate,2011,Percentage,63.1
Ireland,Foreign-born,Women,Participation rate,2012,Percentage,63.2
Ireland,Foreign-born,Women,Participation rate,2013,Percentage,63.3
Ireland,Foreign-born,Women,Participation rate,2014,Percentage,62.2
Ireland,Foreign-born,Women,Participation rate,2015,Percentage,61.8
Ireland,Foreign-born,Women,Participation rate,2016,Percentage,62.9
Ireland,Foreign-born,Women,Participation rate,2017,Percentage,67.6
Ireland,Foreign-born,Women,Participation rate,2018,Percentage,68.9
Ireland,Foreign-born,Women,Participation rate,2019,Percentage,68.6
Ireland,Foreign-born,Women,Participation rate,2020,Percentage,65.0
Ireland,Foreign-born,Women,Participation rate,2021,Percentage,71.5
Ireland,Foreign-born,Total,Employment rate,2000,Percentage,64.9
Ireland,Foreign-born,Total,Employment rate,2001,Percentage,66.9
Ireland,Foreign-born,Total,Employment rate,2002,Percentage,65.4
Ireland,Foreign-born,Total,Employment rate,2003,Percentage,63.1
Ireland,Foreign-born,Total,Employment rate,2004,Percentage,64.0
Ireland,Foreign-born,Total,Employment rate,2005,Percentage,68.7
Ireland,Foreign-born,Total,Employment rate,2006,Percentage,71.1
Ireland,Foreign-born,Total,Employment rate,2007,Percentage,73.1
Ireland,Foreign-born,Total,Employment rate,2008,Percentage,71.3
Ireland,Foreign-born,Total,Employment rate,2009,Percentage,62.2
Ireland,Foreign-born,Total,Employment rate,2010,Percentage,59.3
Ireland,Foreign-born,Total,Employment rate,2011,Percentage,59.0
Ireland,Foreign-born,Total,Employment rate,2012,Percentage,58.8
Ireland,Foreign-born,Total,Employment rate,2013,Percentage,60.5
Ireland,Foreign-born,Total,Employment rate,2014,Percentage,61.2
Ireland,Foreign-born,Total,Employment rate,2015,Percentage,62.6
Ireland,Foreign-born,Total,Employment rate,2016,Percentage,65.1
Ireland,Foreign-born,Total,Employment rate,2017,Percentage,69.0
Ireland,Foreign-born,Total,Employment rate,2018,Percentage,70.7
Ireland,Foreign-born,Total,Employment rate,2019,Percentage,71.5
Ireland,Foreign-born,Total,Employment rate,2020,Percentage,67.4
Ireland,Foreign-born,Total,Employment rate,2021,Percentage,71.8
Ireland,Foreign-born,Total,Unemployment rate,2000,Percentage,5.7
Ireland,Foreign-born,Total,Unemployment rate,2001,Percentage,4.8
Ireland,Foreign-born,Total,Unemployment rate,2002,Percentage,5.0
Ireland,Foreign-born,Total,Unemployment rate,2003,Percentage,6.4
Ireland,Foreign-born,Total,Unemployment rate,2004,Percentage,6.1
Ireland,Foreign-born,Total,Unemployment rate,2005,Percentage,6.0
Ireland,Foreign-born,Total,Unemployment rate,2006,Percentage,6.1
Ireland,Foreign-born,Total,Unemployment rate,2007,Percentage,5.9
Ireland,Foreign-born,Total,Unemployment rate,2008,Percentage,6.8
Ireland,Foreign-born,Total,Unemployment rate,2009,Percentage,15.7
Ireland,Foreign-born,Total,Unemployment rate,2010,Percentage,16.9
Ireland,Foreign-born,Total,Unemployment rate,2011,Percentage,17.3
Ireland,Foreign-born,Total,Unemployment rate,2012,Percentage,17.3
Ireland,Foreign-born,Total,Unemployment rate,2013,Percentage,15.7
Ireland,Foreign-born,Total,Unemployment rate,2014,Percentage,13.5
Ireland,Foreign-born,Total,Unemployment rate,2015,Percentage,11.4
Ireland,Foreign-born,Total,Unemployment rate,2016,Percentage,9.3
Ireland,Foreign-born,Total,Unemployment rate,2017,Percentage,8.2
Ireland,Foreign-born,Total,Unemployment rate,2018,Percentage,7.2
Ireland,Foreign-born,Total,Unemployment rate,2019,Percentage,5.9
Ireland,Foreign-born,Total,Unemployment rate,2020,Percentage,7.5
Ireland,Foreign-born,Total,Unemployment rate,2021,Percentage,7.5
Ireland,Foreign-born,Total,Participation rate,2000,Percentage,68.8
Ireland,Foreign-born,Total,Participation rate,2001,Percentage,70.3
Ireland,Foreign-born,Total,Participation rate,2002,Percentage,68.9
Ireland,Foreign-born,Total,Participation rate,2003,Percentage,67.4
Ireland,Foreign-born,Total,Participation rate,2004,Percentage,68.1
Ireland,Foreign-born,Total,Participation rate,2005,Percentage,73.0
Ireland,Foreign-born,Total,Participation rate,2006,Percentage,75.7
Ireland,Foreign-born,Total,Participation rate,2007,Percentage,77.7
Ireland,Foreign-born,Total,Participation rate,2008,Percentage,76.5
Ireland,Foreign-born,Total,Participation rate,2009,Percentage,73.8
Ireland,Foreign-born,Total,Participation rate,2010,Percentage,71.3
Ireland,Foreign-born,Total,Participation rate,2011,Percentage,71.3
Ireland,Foreign-born,Total,Participation rate,2012,Percentage,71.1
Ireland,Foreign-born,Total,Participation rate,2013,Percentage,71.9
Ireland,Foreign-born,Total,Participation rate,2014,Percentage,70.8
Ireland,Foreign-born,Total,Participation rate,2015,Percentage,70.7
Ireland,Foreign-born,Total,Participation rate,2016,Percentage,71.8
Ireland,Foreign-born,Total,Participation rate,2017,Percentage,75.2
Ireland,Foreign-born,Total,Participation rate,2018,Percentage,76.2
Ireland,Foreign-born,Total,Participation rate,2019,Percentage,75.9
Ireland,Foreign-born,Total,Participation rate,2020,Percentage,72.8
Ireland,Foreign-born,Total,Participation rate,2021,Percentage,77.6
Italy,Foreign-born,Men,Employment rate,2000,Percentage,82.3
Italy,Foreign-born,Men,Employment rate,2001,Percentage,80.4
Italy,Foreign-born,Men,Employment rate,2002,Percentage,84.0
Italy,Foreign-born,Men,Employment rate,2003,Percentage,85.8
Italy,Foreign-born,Men,Employment rate,2004,Percentage,80.7
Italy,Foreign-born,Men,Employment rate,2005,Percentage,79.9
Italy,Foreign-born,Men,Employment rate,2006,Percentage,81.9
Italy,Foreign-born,Men,Employment rate,2007,Percentage,82.4
Italy,Foreign-born,Men,Employment rate,2008,Percentage,80.9
Italy,Foreign-born,Men,Employment rate,2009,Percentage,77.3
Italy,Foreign-born,Men,Employment rate,2010,Percentage,76.1
Italy,Foreign-born,Men,Employment rate,2011,Percentage,75.6
Italy,Foreign-born,Men,Employment rate,2012,Percentage,72.3
Italy,Foreign-born,Men,Employment rate,2013,Percentage,68.6
Italy,Foreign-born,Men,Employment rate,2014,Percentage,68.7
Italy,Foreign-born,Men,Employment rate,2015,Percentage,70.0
Italy,Foreign-born,Men,Employment rate,2016,Percentage,71.7
Italy,Foreign-born,Men,Employment rate,2017,Percentage,72.4
Italy,Foreign-born,Men,Employment rate,2018,Percentage,73.9
Italy,Foreign-born,Men,Employment rate,2019,Percentage,75.1
Italy,Foreign-born,Men,Employment rate,2020,Percentage,72.6
Italy,Foreign-born,Men,Employment rate,2021,Percentage,73.7
Italy,Foreign-born,Men,Unemployment rate,2000,Percentage,6.9
Italy,Foreign-born,Men,Unemployment rate,2001,Percentage,7.8
Italy,Foreign-born,Men,Unemployment rate,2002,Percentage,4.8
Italy,Foreign-born,Men,Unemployment rate,2003,Percentage,3.8
Italy,Foreign-born,Men,Unemployment rate,2004,Percentage,6.2
Italy,Foreign-born,Men,Unemployment rate,2005,Percentage,6.8
Italy,Foreign-born,Men,Unemployment rate,2006,Percentage,5.7
Italy,Foreign-born,Men,Unemployment rate,2007,Percentage,5.3
Italy,Foreign-born,Men,Unemployment rate,2008,Percentage,5.9
Italy,Foreign-born,Men,Unemployment rate,2009,Percentage,9.4
Italy,Foreign-born,Men,Unemployment rate,2010,Percentage,10.0
Italy,Foreign-born,Men,Unemployment rate,2011,Percentage,9.7
Italy,Foreign-born,Men,Unemployment rate,2012,Percentage,12.4
Italy,Foreign-born,Men,Unemployment rate,2013,Percentage,15.9
Italy,Foreign-born,Men,Unemployment rate,2014,Percentage,15.6
Italy,Foreign-born,Men,Unemployment rate,2015,Percentage,14.5
Italy,Foreign-born,Men,Unemployment rate,2016,Percentage,13.2
Italy,Foreign-born,Men,Unemployment rate,2017,Percentage,12.6
Italy,Foreign-born,Men,Unemployment rate,2018,Percentage,11.9
Italy,Foreign-born,Men,Unemployment rate,2019,Percentage,11.0
Italy,Foreign-born,Men,Unemployment rate,2020,Percentage,10.9
Italy,Foreign-born,Men,Unemployment rate,2021,Percentage,10.8
Italy,Foreign-born,Men,Participation rate,2000,Percentage,88.4
Italy,Foreign-born,Men,Participation rate,2001,Percentage,87.2
Italy,Foreign-born,Men,Participation rate,2002,Percentage,88.2
Italy,Foreign-born,Men,Participation rate,2003,Percentage,89.2
Italy,Foreign-born,Men,Participation rate,2004,Percentage,86.0
Italy,Foreign-born,Men,Participation rate,2005,Percentage,85.7
Italy,Foreign-born,Men,Participation rate,2006,Percentage,86.9
Italy,Foreign-born,Men,Participation rate,2007,Percentage,87.0
Italy,Foreign-born,Men,Participation rate,2008,Percentage,86.0
Italy,Foreign-born,Men,Participation rate,2009,Percentage,85.3
Italy,Foreign-born,Men,Participation rate,2010,Percentage,84.6
Italy,Foreign-born,Men,Participation rate,2011,Percentage,83.7
Italy,Foreign-born,Men,Participation rate,2012,Percentage,82.5
Italy,Foreign-born,Men,Participation rate,2013,Percentage,81.6
Italy,Foreign-born,Men,Participation rate,2014,Percentage,81.4
Italy,Foreign-born,Men,Participation rate,2015,Percentage,81.9
Italy,Foreign-born,Men,Participation rate,2016,Percentage,82.6
Italy,Foreign-born,Men,Participation rate,2017,Percentage,82.8
Italy,Foreign-born,Men,Participation rate,2018,Percentage,83.8
Italy,Foreign-born,Men,Participation rate,2019,Percentage,84.4
Italy,Foreign-born,Men,Participation rate,2020,Percentage,81.3
Italy,Foreign-born,Men,Participation rate,2021,Percentage,82.6
Italy,Foreign-born,Women,Employment rate,2000,Percentage,40.5
Italy,Foreign-born,Women,Employment rate,2001,Percentage,39.5
Italy,Foreign-born,Women,Employment rate,2002,Percentage,46.9
Italy,Foreign-born,Women,Employment rate,2003,Percentage,48.6
Italy,Foreign-born,Women,Employment rate,2004,Percentage,49.1
Italy,Foreign-born,Women,Employment rate,2005,Percentage,47.6
Italy,Foreign-born,Women,Employment rate,2006,Percentage,49.9
Italy,Foreign-born,Women,Employment rate,2007,Percentage,51.0
Italy,Foreign-born,Women,Employment rate,2008,Percentage,51.1
Italy,Foreign-born,Women,Employment rate,2009,Percentage,50.2
Italy,Foreign-born,Women,Employment rate,2010,Percentage,49.5
Italy,Foreign-born,Women,Employment rate,2011,Percentage,49.4
Italy,Foreign-born,Women,Employment rate,2012,Percentage,50.0
Italy,Foreign-born,Women,Employment rate,2013,Percentage,49.4
Italy,Foreign-born,Women,Employment rate,2014,Percentage,49.7
Italy,Foreign-born,Women,Employment rate,2015,Percentage,49.0
Italy,Foreign-born,Women,Employment rate,2016,Percentage,48.8
Italy,Foreign-born,Women,Employment rate,2017,Percentage,49.5
Italy,Foreign-born,Women,Employment rate,2018,Percentage,50.2
Italy,Foreign-born,Women,Employment rate,2019,Percentage,49.9
Italy,Foreign-born,Women,Employment rate,2020,Percentage,45.3
Italy,Foreign-born,Women,Employment rate,2021,Percentage,47.1
Italy,Foreign-born,Women,Unemployment rate,2000,Percentage,21.1
Italy,Foreign-born,Women,Unemployment rate,2001,Percentage,21.4
Italy,Foreign-born,Women,Unemployment rate,2002,Percentage,15.1
Italy,Foreign-born,Women,Unemployment rate,2003,Percentage,10.6
Italy,Foreign-born,Women,Unemployment rate,2004,Percentage,13.2
Italy,Foreign-born,Women,Unemployment rate,2005,Percentage,14.5
Italy,Foreign-born,Women,Unemployment rate,2006,Percentage,12.4
Italy,Foreign-born,Women,Unemployment rate,2007,Percentage,11.4
Italy,Foreign-born,Women,Unemployment rate,2008,Percentage,11.8
Italy,Foreign-born,Women,Unemployment rate,2009,Percentage,13.0
Italy,Foreign-born,Women,Unemployment rate,2010,Percentage,13.3
Italy,Foreign-born,Women,Unemployment rate,2011,Percentage,14.1
Italy,Foreign-born,Women,Unemployment rate,2012,Percentage,15.5
Italy,Foreign-born,Women,Unemployment rate,2013,Percentage,17.5
Italy,Foreign-born,Women,Unemployment rate,2014,Percentage,17.4
Italy,Foreign-born,Women,Unemployment rate,2015,Percentage,17.0
Italy,Foreign-born,Women,Unemployment rate,2016,Percentage,16.9
Italy,Foreign-born,Women,Unemployment rate,2017,Percentage,16.1
Italy,Foreign-born,Women,Unemployment rate,2018,Percentage,15.8
Italy,Foreign-born,Women,Unemployment rate,2019,Percentage,15.6
Italy,Foreign-born,Women,Unemployment rate,2020,Percentage,15.0
Italy,Foreign-born,Women,Unemployment rate,2021,Percentage,16.0
Italy,Foreign-born,Women,Participation rate,2000,Percentage,51.3
Italy,Foreign-born,Women,Participation rate,2001,Percentage,50.3
Italy,Foreign-born,Women,Participation rate,2002,Percentage,55.2
Italy,Foreign-born,Women,Participation rate,2003,Percentage,54.3
Italy,Foreign-born,Women,Participation rate,2004,Percentage,56.5
Italy,Foreign-born,Women,Participation rate,2005,Percentage,55.6
Italy,Foreign-born,Women,Participation rate,2006,Percentage,57.0
Italy,Foreign-born,Women,Participation rate,2007,Percentage,57.6
Italy,Foreign-born,Women,Participation rate,2008,Percentage,58.0
